Points_0,Points_1,Points_2,Points_Magnitude,R_0,R_1,R_2,R_3,R_4,R_5,R_Magnitude,UMean_0,UMean_1,UMean_2,UMean_Magnitude,UPrime2Mean_0,UPrime2Mean_1,UPrime2Mean_2,UPrime2Mean_3,UPrime2Mean_4,UPrime2Mean_5,UPrime2Mean_Magnitude,U_0,U_1,U_2,U_Magnitude,alpha.water,arc_length,devReff_0,devReff_1,devReff_2,devReff_3,devReff_4,devReff_5,devReff_Magnitude,epsilon,k,nuEff,nut,p,p_rgh,Point ID,vtkValidPointMask,yPlus
0.2,0,0.0005,0.200001,0.000107962,0.000107962,0.000107962,0,0,0,0.000186997,0,0,0,0,0,0,0,0,0,0,0,0.0217509,1.38142e-08,0,0.0217509,0.99979,0,1.5733e-08,-1.4122e-08,-1.611e-09,-0.00984945,0,0,0.00984945,0.352068,0.000161944,0.000188679,0,-0.177211,-0.177211,0,1,0.0153925
0.2,0.0001,0.0005,0.200001,0.000159629,0.000159629,0.000159629,-3.44962e-06,0,0,0.000276507,0.00477539,-3.25714e-12,0,0.00477539,3.39406e-06,1.71213e-16,0,1.77933e-12,0,0,3.39406e-06,0.0243253,1.73714e-08,0,0.0243253,0.999802,0.0001,1.60555e-08,-1.47854e-08,-1.2701e-09,-0.00983158,0,0,0.00983158,0.341062,0.000239443,0.000188747,6.80619e-08,-0.187522,-0.177713,1,1,0.0135454
0.2,0.0002,0.0005,0.200001,0.000211296,0.000211296,0.000211296,-6.89923e-06,0,0,0.00036604,0.00955079,-6.51428e-12,0,0.00955079,6.78812e-06,3.42426e-16,0,3.55867e-12,0,0,6.78812e-06,0.0268996,2.09286e-08,0,0.0268996,0.999814,0.0002,1.63781e-08,-1.54489e-08,-9.29201e-10,-0.00981372,0,0,0.00981372,0.330056,0.000316943,0.000188815,1.36124e-07,-0.197834,-0.178215,2,1,0.0116983
0.2,0.0003,0.0005,0.200001,0.000262962,0.000262962,0.000262962,-1.03489e-05,0,0,0.000455582,0.0143262,-9.77142e-12,0,0.0143262,1.01822e-05,5.13639e-16,0,5.338e-12,0,0,1.01822e-05,0.029474,2.44858e-08,0,0.029474,0.999826,0.0003,1.67007e-08,-1.61124e-08,-5.88304e-10,-0.00979585,0,0,0.00979585,0.31905,0.000394443,0.000188883,2.04186e-07,-0.208145,-0.178717,3,1,0.00985117
0.2,0.0004,0.0005,0.200001,0.000314629,0.000314629,0.000314629,-1.37985e-05,0,0,0.000545128,0.0191016,-1.30286e-11,0,0.0191016,1.35762e-05,6.84852e-16,0,7.11734e-12,0,0,1.35762e-05,0.0320483,2.8043e-08,0,0.0320483,0.999838,0.0004,1.70232e-08,-1.67758e-08,-2.47407e-10,-0.00977799,0,0,0.00977799,0.308045,0.000471943,0.000188951,2.72247e-07,-0.218456,-0.179218,4,1,0.00800407
0.2,0.0005,0.0005,0.200001,0.000366296,0.000366295,0.000366296,-1.72481e-05,0,0,0.000634677,0.023877,-1.62857e-11,0,0.023877,1.69703e-05,8.56065e-16,0,8.89667e-12,0,0,1.69703e-05,0.0346227,3.16002e-08,0,0.0346227,0.99985,0.0005,1.73458e-08,-1.74393e-08,9.34895e-11,-0.00976012,0,0,0.00976012,0.297039,0.000549443,0.000189019,3.40309e-07,-0.228768,-0.17972,5,1,0.00615698
0.2,0.0006,0.0005,0.200002,0.000417962,0.000417962,0.000417962,-2.06977e-05,0,0,0.000724227,0.0286524,-1.95428e-11,0,0.0286524,2.03643e-05,1.02728e-15,0,1.0676e-11,0,0,2.03643e-05,0.037197,3.51574e-08,0,0.037197,0.999862,0.0006,1.76683e-08,-1.81027e-08,4.34386e-10,-0.00974225,0,0,0.00974225,0.286033,0.000626943,0.000189088,4.08371e-07,-0.239079,-0.180222,6,1,0.00430989
0.2,0.0007,0.0005,0.200002,0.000469629,0.000469628,0.000469629,-2.41473e-05,0,0,0.000813779,0.0334278,-2.28e-11,0,0.0334278,2.37584e-05,1.19849e-15,0,1.24553e-11,0,0,2.37584e-05,0.0397714,3.87146e-08,0,0.0397714,0.999874,0.0007,1.79909e-08,-1.87662e-08,7.75283e-10,-0.00972439,0,0,0.00972439,0.275028,0.000704443,0.000189156,4.76433e-07,-0.24939,-0.180724,7,1,0.00246279
0.2,0.0008,0.0005,0.200002,0.000521295,0.000521295,0.000521295,-2.75969e-05,0,0,0.000903331,0.0382032,-2.60571e-11,0,0.0382032,2.71525e-05,1.3697e-15,0,1.42347e-11,0,0,2.71525e-05,0.0423457,4.22718e-08,0,0.0423457,0.999886,0.0008,1.83135e-08,-1.94296e-08,1.11618e-09,-0.00970652,0,0,0.00970652,0.264022,0.000781943,0.000189224,5.44495e-07,-0.259702,-0.181226,8,1,0.000615698
0.2,0.0009,0.0005,0.200003,0.000622562,0.000622561,0.000622562,-4.43139e-05,0,0,0.00107922,0.0429067,7.19485e-11,0,0.0429067,3.35434e-05,1.63935e-15,0,1.61665e-11,0,0,3.35434e-05,0.0465823,4.73354e-08,0,0.0465823,0.999898,0.0009,1.82783e-08,-1.94998e-08,1.22148e-09,-0.0096882,0,0,0.0096882,0.251156,0.000933843,0.00018957,8.90552e-07,-0.270014,-0.181728,9,1,0
0.2,0.001,0.0005,0.200003,0.000748628,0.000748628,0.000748628,-6.76645e-05,0,0,0.00129843,0.0475744,2.20586e-10,0,0.0475744,4.14327e-05,1.95821e-15,0,1.81745e-11,0,0,4.14327e-05,0.05165,5.31523e-08,0,0.05165,0.999911,0.001,1.80644e-08,-1.92733e-08,1.20898e-09,-0.00966965,0,0,0.00966965,0.23736,0.00112294,0.000190055,1.37561e-06,-0.280326,-0.18223,10,1,0
0.2,0.0011,0.0005,0.200004,0.000874694,0.000874694,0.000874694,-9.10151e-05,0,0,0.00151775,0.052242,3.69223e-10,0,0.052242,4.93221e-05,2.27707e-15,0,2.01825e-11,0,0,4.93221e-05,0.0567176,5.89691e-08,0,0.0567176,0.999923,0.0011,1.78504e-08,-1.90469e-08,1.19647e-09,-0.0096511,0,0,0.0096511,0.223564,0.00131204,0.00019054,1.86066e-06,-0.290638,-0.182731,11,1,0
0.2,0.0012,0.0005,0.200004,0.00100076,0.00100076,0.00100076,-0.000114366,0,0,0.00173714,0.0569097,5.1786e-10,0,0.0569097,5.72114e-05,2.59593e-15,0,2.21905e-11,0,0,5.72114e-05,0.0617853,6.4786e-08,0,0.0617853,0.999936,0.0012,1.76364e-08,-1.88204e-08,1.18397e-09,-0.00963254,0,0,0.00963254,0.209769,0.00150114,0.000191025,2.34572e-06,-0.30095,-0.183233,12,1,0
0.2,0.0013,0.0005,0.200005,0.00112683,0.00112683,0.00112683,-0.000137716,0,0,0.00195657,0.0615773,6.66497e-10,0,0.0615773,6.51008e-05,2.91479e-15,0,2.41985e-11,0,0,6.51008e-05,0.066853,7.06028e-08,0,0.066853,0.999948,0.0013,1.74225e-08,-1.85939e-08,1.17147e-09,-0.00961399,0,0,0.00961399,0.195973,0.00169024,0.00019151,2.83077e-06,-0.311263,-0.183735,13,1,0
0.2,0.0014,0.0005,0.200006,0.00125289,0.00125289,0.00125289,-0.000161067,0,0,0.00217604,0.066245,8.15135e-10,0,0.066245,7.29902e-05,3.23365e-15,0,2.62065e-11,0,0,7.29902e-05,0.0719206,7.64197e-08,0,0.0719206,0.999961,0.0014,1.72085e-08,-1.83674e-08,1.15897e-09,-0.00959544,0,0,0.00959544,0.182177,0.00187934,0.000191995,3.31582e-06,-0.321575,-0.184237,14,1,0
0.2,0.0015,0.0005,0.200006,0.00137896,0.00137896,0.00137896,-0.000184418,0,0,0.00239554,0.0709126,9.63772e-10,0,0.0709126,8.08795e-05,3.55251e-15,0,2.82145e-11,0,0,8.08795e-05,0.0769883,8.22366e-08,0,0.0769883,0.999973,0.0015,1.69945e-08,-1.8141e-08,1.14647e-09,-0.00957689,0,0,0.00957689,0.168381,0.00206844,0.00019248,3.80088e-06,-0.331887,-0.184738,15,1,0
0.2,0.0016,0.0005,0.200007,0.00150502,0.00150502,0.00150502,-0.000207768,0,0,0.00261505,0.0755803,1.11241e-09,0,0.0755803,8.87689e-05,3.87136e-15,0,3.02226e-11,0,0,8.87689e-05,0.082056,8.80534e-08,0,0.082056,0.999986,0.0016,1.67806e-08,-1.79145e-08,1.13396e-09,-0.00955833,0,0,0.00955833,0.154585,0.00225754,0.000192965,4.28593e-06,-0.342199,-0.18524,16,1,0
0.2,0.0017,0.0005,0.200008,0.00164187,0.00164187,0.00164187,-0.000244439,0,0,0.00285428,0.0801723,1.31729e-09,0,0.0801723,9.80507e-05,4.22846e-15,0,3.11894e-11,0,0,9.80507e-05,0.0870392,9.32609e-08,0,0.0870392,0.999994,0.0017,1.64789e-08,-1.75897e-08,1.11079e-09,-0.00954156,0,0,0.00954156,0.144098,0.0024628,0.000193773,5.09331e-06,-0.352344,-0.185575,17,1,0
0.2,0.0018,0.0005,0.200009,0.00180026,0.00180026,0.00180026,-0.00030775,0,0,0.00313329,0.084613,1.63467e-09,0,0.084613,0.000110117,4.66204e-15,0,3.00739e-11,0,0,0.000110117,0.0918535,9.72495e-08,0,0.0918535,0.999995,0.0018,1.60018e-08,-1.70681e-08,1.06629e-09,-0.00952835,0,0,0.00952835,0.140227,0.00270039,0.000195225,6.54533e-06,-0.362154,-0.185575,18,1,0
0.2,0.0019,0.0005,0.20001,0.00195865,0.00195865,0.00195865,-0.000371062,0,0,0.00341271,0.0890537,1.95204e-09,0,0.0890537,0.000122184,5.09562e-15,0,2.89584e-11,0,0,0.000122184,0.0966678,1.01238e-07,0,0.0966678,0.999995,0.0019,1.55247e-08,-1.65465e-08,1.02178e-09,-0.00951514,0,0,0.00951514,0.136357,0.00293798,0.000196677,7.99735e-06,-0.371964,-0.185575,19,1,0
0.2,0.002,0.0005,0.200011,0.00211704,0.00211704,0.00211704,-0.000434373,0,0,0.00369246,0.0934945,2.26942e-09,0,0.0934945,0.000134251,5.5292e-15,0,2.7843e-11,0,0,0.000134251,0.101482,1.05227e-07,0,0.101482,0.999996,0.002,1.50477e-08,-1.60249e-08,9.77279e-10,-0.00950193,0,0,0.00950193,0.132486,0.00317557,0.000198129,9.44937e-06,-0.381774,-0.185574,20,1,0
0.2,0.0021,0.0005,0.200012,0.00227544,0.00227543,0.00227543,-0.000497684,0,0,0.00397247,0.0979352,2.5868e-09,0,0.0979352,0.000146318,5.96277e-15,0,2.67275e-11,0,0,0.000146318,0.106296,1.09215e-07,0,0.106296,0.999996,0.0021,1.45706e-08,-1.55034e-08,9.32774e-10,-0.00948872,0,0,0.00948872,0.128616,0.00341315,0.000199581,1.09014e-05,-0.391584,-0.185574,21,1,0
0.2,0.0022,0.0005,0.200013,0.00243383,0.00243383,0.00243383,-0.000560996,0,0,0.00425268,0.102376,2.90417e-09,0,0.102376,0.000158384,6.39635e-15,0,2.5612e-11,0,0,0.000158384,0.111111,1.13204e-07,0,0.111111,0.999997,0.0022,1.40935e-08,-1.49818e-08,8.88268e-10,-0.00947551,0,0,0.00947551,0.124745,0.00365074,0.000201033,1.23534e-05,-0.401394,-0.185574,22,1,0
0.2,0.0023,0.0005,0.200014,0.00259222,0.00259222,0.00259222,-0.000624307,0,0,0.00453305,0.106817,3.22155e-09,0,0.106817,0.000170451,6.82993e-15,0,2.44965e-11,0,0,0.000170451,0.115925,1.17192e-07,0,0.115925,0.999997,0.0023,1.36164e-08,-1.44602e-08,8.43763e-10,-0.0094623,0,0,0.0094623,0.120875,0.00388833,0.000202485,1.38054e-05,-0.411204,-0.185574,23,1,0
0.2,0.0024,0.0005,0.200015,0.00275061,0.00275061,0.00275061,-0.000687618,0,0,0.00481356,0.111257,3.53892e-09,0,0.111257,0.000182518,7.26351e-15,0,2.3381e-11,0,0,0.000182518,0.120739,1.21181e-07,0,0.120739,0.999997,0.0024,1.31394e-08,-1.39386e-08,7.99258e-10,-0.00944909,0,0,0.00944909,0.117004,0.00412592,0.000203937,1.52575e-05,-0.421014,-0.185574,24,1,0
0.2,0.0025,0.0005,0.200016,0.002909,0.002909,0.002909,-0.00075093,0,0,0.00509419,0.115698,3.8563e-09,0,0.115698,0.000194584,7.69708e-15,0,2.22656e-11,0,0,0.000194584,0.125554,1.2517e-07,0,0.125554,0.999998,0.0025,1.26623e-08,-1.34171e-08,7.54752e-10,-0.00943588,0,0,0.00943588,0.113134,0.00436351,0.000205389,1.67095e-05,-0.430824,-0.185574,25,1,0
0.2,0.0026,0.0005,0.200018,0.0030755,0.0030755,0.0030755,-0.000850052,0,0,0.00539432,0.11976,4.06902e-09,0,0.11976,0.000209101,8.4462e-15,0,1.33965e-11,0,0,0.000209101,0.129945,1.28125e-07,0,0.129945,0.999998,0.0026,1.22505e-08,-1.30208e-08,7.70311e-10,-0.00942858,0,0,0.00942858,0.111533,0.00461325,0.000208065,1.93858e-05,-0.440634,-0.185574,26,1,0
0.2,0.0027,0.0005,0.200019,0.003242,0.00324199,0.00324199,-0.000949175,0,0,0.00569496,0.123822,4.28174e-09,0,0.123822,0.000223617,9.19531e-15,0,4.5275e-12,0,0,0.000223617,0.134337,1.31079e-07,0,0.134337,0.999998,0.0027,1.18386e-08,-1.26245e-08,7.85869e-10,-0.00942127,0,0,0.00942127,0.109932,0.00486299,0.000210741,2.20621e-05,-0.450444,-0.185574,27,1,0
0.2,0.0028,0.0005,0.20002,0.00340849,0.00340849,0.00340849,-0.0010483,0,0,0.00599603,0.127884,4.49446e-09,0,0.127884,0.000238133,9.94443e-15,0,-4.34153e-12,0,0,0.000238133,0.138729,1.34034e-07,0,0.138729,0.999998,0.0028,1.14268e-08,-1.22282e-08,8.01427e-10,-0.00941397,0,0,0.00941397,0.108331,0.00511274,0.000213418,2.47385e-05,-0.460254,-0.185574,28,1,0
0.2,0.0029,0.0005,0.200022,0.00357499,0.00357498,0.00357498,-0.00114742,0,0,0.00629747,0.131945,4.70718e-09,0,0.131945,0.000252649,1.06935e-14,0,-1.32105e-11,0,0,0.000252649,0.143121,1.36989e-07,0,0.143121,0.999998,0.0029,1.10149e-08,-1.18319e-08,8.16986e-10,-0.00940666,0,0,0.00940666,0.106731,0.00536248,0.000216094,2.74148e-05,-0.470064,-0.185574,29,1,0
0.2,0.003,0.0005,0.200023,0.00374148,0.00374148,0.00374148,-0.00124654,0,0,0.00659924,0.136007,4.9199e-09,0,0.136007,0.000267165,1.14427e-14,0,-2.20796e-11,0,0,0.000267165,0.147512,1.39944e-07,0,0.147512,0.999998,0.003,1.06031e-08,-1.14356e-08,8.32544e-10,-0.00939936,0,0,0.00939936,0.10513,0.00561222,0.00021877,3.00911e-05,-0.479874,-0.185574,30,1,0
0.2,0.0031,0.0005,0.200025,0.00390798,0.00390798,0.00390798,-0.00134567,0,0,0.00690128,0.140069,5.13263e-09,0,0.140069,0.000281682,1.21918e-14,0,-3.09486e-11,0,0,0.000281682,0.151904,1.42899e-07,0,0.151904,0.999998,0.0031,1.01912e-08,-1.10394e-08,8.48102e-10,-0.00939205,0,0,0.00939205,0.103529,0.00586197,0.000221447,3.27675e-05,-0.489684,-0.185574,31,1,0
0.2,0.0032,0.0005,0.200026,0.00407448,0.00407447,0.00407447,-0.00144479,0,0,0.00720357,0.144131,5.34535e-09,0,0.144131,0.000296198,1.29409e-14,0,-3.98176e-11,0,0,0.000296198,0.156296,1.45853e-07,0,0.156296,0.999998,0.0032,9.7794e-09,-1.06431e-08,8.63661e-10,-0.00938475,0,0,0.00938475,0.101928,0.00611171,0.000224123,3.54438e-05,-0.499494,-0.185574,32,1,0
0.2,0.0033,0.0005,0.200028,0.00424097,0.00424097,0.00424097,-0.00154391,0,0,0.00750607,0.148193,5.55807e-09,0,0.148193,0.000310714,1.369e-14,0,-4.86866e-11,0,0,0.000310714,0.160688,1.48808e-07,0,0.160688,0.999998,0.0033,9.36756e-09,-1.02468e-08,8.79219e-10,-0.00937744,0,0,0.00937744,0.100327,0.00636145,0.000226799,3.81201e-05,-0.509304,-0.185574,33,1,0
0.2,0.0034,0.0005,0.20003,0.00440108,0.00440108,0.00440108,-0.00164966,0,0,0.00779935,0.151941,5.64835e-09,0,0.151941,0.000325818,1.47642e-14,0,-6.31503e-11,0,0,0.000325818,0.164734,1.51085e-07,0,0.164734,0.999998,0.0034,9.06242e-09,-9.94196e-09,8.79542e-10,-0.00937042,0,0,0.00937042,0.0992347,0.00660162,0.000230159,4.14795e-05,-0.519113,-0.185574,34,1,0
0.2,0.0035,0.0005,0.200031,0.004558,0.00455799,0.00455799,-0.00175873,0,0,0.0080882,0.155532,5.67742e-09,0,0.155532,0.000341216,1.60011e-14,0,-8.04112e-11,0,0,0.000341216,0.168609,1.53022e-07,0,0.168609,0.999998,0.0035,8.81063e-09,-9.68288e-09,8.72248e-10,-0.00936355,0,0,0.00936355,0.0983965,0.00683699,0.00023386,4.51803e-05,-0.528923,-0.185574,35,1,0
0.2,0.0036,0.0005,0.200033,0.00471491,0.00471491,0.00471491,-0.00186779,0,0,0.00837733,0.159123,5.70649e-09,0,0.159123,0.000356615,1.72379e-14,0,-9.76722e-11,0,0,0.000356615,0.172483,1.54959e-07,0,0.172483,0.999998,0.0036,8.55885e-09,-9.42379e-09,8.64954e-10,-0.00935667,0,0,0.00935667,0.0975584,0.00707236,0.00023756,4.88812e-05,-0.538733,-0.185574,36,1,0
0.2,0.0037,0.0005,0.200035,0.00487183,0.00487182,0.00487182,-0.00197686,0,0,0.00866671,0.162715,5.73555e-09,0,0.162715,0.000372013,1.84747e-14,0,-1.14933e-10,0,0,0.000372013,0.176357,1.56896e-07,0,0.176357,0.999998,0.0037,8.30706e-09,-9.1647e-09,8.5766e-10,-0.0093498,0,0,0.0093498,0.0967203,0.00730773,0.000241261,5.2582e-05,-0.548543,-0.185574,37,1,0
0.2,0.0038,0.0005,0.200037,0.00502874,0.00502874,0.00502874,-0.00208593,0,0,0.00895632,0.166306,5.76462e-09,0,0.166306,0.000387411,1.97115e-14,0,-1.32194e-10,0,0,0.000387411,0.180231,1.58833e-07,0,0.180231,0.999999,0.0038,8.05527e-09,-8.90562e-09,8.50365e-10,-0.00934293,0,0,0.00934293,0.0958821,0.00754311,0.000244962,5.62829e-05,-0.558353,-0.185574,38,1,0
0.2,0.0039,0.0005,0.200039,0.00518566,0.00518565,0.00518565,-0.00219499,0,0,0.00924613,0.169897,5.79369e-09,0,0.169897,0.000402809,2.09483e-14,0,-1.49455e-10,0,0,0.000402809,0.184105,1.6077e-07,0,0.184105,0.999999,0.0039,7.80348e-09,-8.64653e-09,8.43071e-10,-0.00933605,0,0,0.00933605,0.095044,0.00777848,0.000248663,5.99837e-05,-0.568163,-0.185574,39,1,0
0.2,0.004,0.0005,0.200041,0.00534257,0.00534257,0.00534257,-0.00230406,0,0,0.00953613,0.173488,5.82275e-09,0,0.173488,0.000418207,2.21852e-14,0,-1.66716e-10,0,0,0.000418207,0.18798,1.62708e-07,0,0.18798,0.999999,0.004,7.55169e-09,-8.38745e-09,8.35777e-10,-0.00932918,0,0,0.00932918,0.0942058,0.00801385,0.000252364,6.36846e-05,-0.577973,-0.185574,40,1,0
0.2,0.0041,0.0005,0.200043,0.00549949,0.00549948,0.00549948,-0.00241312,0,0,0.0098263,0.17708,5.85182e-09,0,0.17708,0.000433606,2.3422e-14,0,-1.83977e-10,0,0,0.000433606,0.191854,1.64645e-07,0,0.191854,0.999999,0.0041,7.29991e-09,-8.12836e-09,8.28483e-10,-0.0093223,0,0,0.0093223,0.0933677,0.00824923,0.000256065,6.73854e-05,-0.587783,-0.185574,41,1,0
0.2,0.0042,0.0005,0.200045,0.00565039,0.00565038,0.00565038,-0.00251833,0,0,0.0101056,0.180515,5.85539e-09,0,0.180515,0.000449032,2.48597e-14,0,-2.03893e-10,0,0,0.000449032,0.195559,1.66432e-07,0,0.195559,0.999999,0.0042,7.11074e-09,-7.93147e-09,8.20757e-10,-0.00931457,0,0,0.00931457,0.0926236,0.00847558,0.000259981,7.13019e-05,-0.597593,-0.185574,42,1,0
0.2,0.0043,0.0005,0.200047,0.00578926,0.00578925,0.00578926,-0.00261583,0,0,0.0103629,0.183639,5.80798e-09,0,0.183639,0.000464516,2.66994e-14,0,-2.29121e-10,0,0,0.000464516,0.198927,1.67921e-07,0,0.198927,0.999999,0.0043,7.04682e-09,-7.85896e-09,8.12167e-10,-0.00930511,0,0,0.00930511,0.0920674,0.00868389,0.000264329,7.56496e-05,-0.607403,-0.185574,43,1,0
0.2,0.0044,0.0005,0.200049,0.00592813,0.00592813,0.00592813,-0.00271332,0,0,0.0106203,0.186762,5.76056e-09,0,0.186762,0.00048,2.8539e-14,0,-2.54349e-10,0,0,0.00048,0.202294,1.6941e-07,0,0.202294,0.999999,0.0044,6.9829e-09,-7.78645e-09,8.03577e-10,-0.00929566,0,0,0.00929566,0.0915113,0.0088922,0.000268677,7.99973e-05,-0.617213,-0.185574,44,1,0
0.2,0.0045,0.0005,0.200051,0.006067,0.006067,0.006067,-0.00281082,0,0,0.0108778,0.189885,5.71315e-09,0,0.189885,0.000495484,3.03786e-14,0,-2.79576e-10,0,0,0.000495484,0.205662,1.70898e-07,0,0.205662,0.999999,0.0045,6.91898e-09,-7.71394e-09,7.94987e-10,-0.00928621,0,0,0.00928621,0.0909551,0.00910051,0.000273024,8.4345e-05,-0.627023,-0.185574,45,1,0
0.2,0.0046,0.0005,0.200054,0.00620587,0.00620587,0.00620587,-0.00290831,0,0,0.0111354,0.193009,5.66573e-09,0,0.193009,0.000510968,3.22182e-14,0,-3.04804e-10,0,0,0.000510968,0.20903,1.72387e-07,0,0.20903,1,0.0046,6.85506e-09,-7.64143e-09,7.86397e-10,-0.00927675,0,0,0.00927675,0.090399,0.00930881,0.000277372,8.86927e-05,-0.636833,-0.185573,46,1,0
0.2,0.0047,0.0005,0.200056,0.00634474,0.00634474,0.00634474,-0.00300581,0,0,0.0113931,0.196132,5.61832e-09,0,0.196132,0.000526452,3.40579e-14,0,-3.30031e-10,0,0,0.000526452,0.212397,1.73876e-07,0,0.212397,1,0.0047,6.79114e-09,-7.56892e-09,7.77807e-10,-0.0092673,0,0,0.0092673,0.0898428,0.00951712,0.00028172,9.30404e-05,-0.646643,-0.185573,47,1,0
0.2,0.0048,0.0005,0.200058,0.00648361,0.00648361,0.00648361,-0.0031033,0,0,0.0116508,0.199256,5.5709e-09,0,0.199256,0.000541936,3.58975e-14,0,-3.55259e-10,0,0,0.000541936,0.215765,1.75364e-07,0,0.215765,1,0.0048,6.72721e-09,-7.49641e-09,7.69217e-10,-0.00925784,0,0,0.00925784,0.0892867,0.00972543,0.000286067,9.73881e-05,-0.656453,-0.185573,48,1,0
0.2,0.0049,0.0005,0.200061,0.00662248,0.00662248,0.00662248,-0.0032008,0,0,0.0119087,0.202379,5.52349e-09,0,0.202379,0.00055742,3.77371e-14,0,-3.80487e-10,0,0,0.00055742,0.219132,1.76853e-07,0,0.219132,1,0.0049,6.66329e-09,-7.4239e-09,7.60627e-10,-0.00924839,0,0,0.00924839,0.0887305,0.00993374,0.000290415,0.000101736,-0.666263,-0.185573,49,1,0
0.2,0.005,0.0005,0.200063,0.00676135,0.00676135,0.00676135,-0.00329829,0,0,0.0121666,0.205503,5.47607e-09,0,0.205503,0.000572904,3.95767e-14,0,-4.05714e-10,0,0,0.000572904,0.2225,1.78341e-07,0,0.2225,1,0.005,6.59937e-09,-7.35139e-09,7.52037e-10,-0.00923894,0,0,0.00923894,0.0881744,0.010142,0.000294763,0.000106083,-0.676073,-0.185573,50,1,0
0.2,0.0051,0.0005,0.200066,0.00688096,0.00688096,0.00688096,-0.00337711,0,0,0.0123874,0.208217,5.36347e-09,0,0.208217,0.000588235,4.20664e-14,0,-4.36222e-10,0,0,0.000588235,0.225429,1.79616e-07,0,0.225429,1,0.0051,6.64821e-09,-7.39481e-09,7.46612e-10,-0.00922741,0,0,0.00922741,0.0877327,0.0103215,0.000299451,0.000110772,-0.685883,-0.185573,51,1,0
0.2,0.0052,0.0005,0.200068,0.00700056,0.00700056,0.00700056,-0.00345592,0,0,0.0126082,0.210931,5.25086e-09,0,0.210931,0.000603566,4.4556e-14,0,-4.66729e-10,0,0,0.000603566,0.228359,1.80891e-07,0,0.228359,1,0.0052,6.69705e-09,-7.43822e-09,7.41187e-10,-0.00921588,0,0,0.00921588,0.087291,0.0105009,0.000304139,0.00011546,-0.695693,-0.185573,52,1,0
0.2,0.0053,0.0005,0.200071,0.00712016,0.00712016,0.00712016,-0.00353473,0,0,0.012829,0.213645,5.13826e-09,0,0.213645,0.000618897,4.70456e-14,0,-4.97237e-10,0,0,0.000618897,0.231288,1.82165e-07,0,0.231288,1,0.0053,6.74589e-09,-7.48163e-09,7.35762e-10,-0.00920436,0,0,0.00920436,0.0868494,0.0106803,0.000308828,0.000120148,-0.705503,-0.185573,53,1,0
0.2,0.0054,0.0005,0.200074,0.00723977,0.00723976,0.00723977,-0.00361354,0,0,0.0130499,0.216359,5.02565e-09,0,0.216359,0.000634228,4.95352e-14,0,-5.27744e-10,0,0,0.000634228,0.234218,1.8344e-07,0,0.234218,1,0.0054,6.79473e-09,-7.52505e-09,7.30337e-10,-0.00919283,0,0,0.00919283,0.0864077,0.0108597,0.000313516,0.000124837,-0.715313,-0.185573,54,1,0
0.2,0.0055,0.0005,0.200076,0.00735937,0.00735937,0.00735937,-0.00369235,0,0,0.0132708,0.219073,4.91305e-09,0,0.219073,0.000649559,5.20249e-14,0,-5.58251e-10,0,0,0.000649559,0.237147,1.84714e-07,0,0.237147,1,0.0055,6.84356e-09,-7.56846e-09,7.24911e-10,-0.0091813,0,0,0.0091813,0.0859661,0.0110391,0.000318204,0.000129525,-0.725123,-0.185573,55,1,0
0.2,0.0056,0.0005,0.200079,0.00747897,0.00747897,0.00747897,-0.00377116,0,0,0.0134917,0.221787,4.80044e-09,0,0.221787,0.00066489,5.45145e-14,0,-5.88759e-10,0,0,0.00066489,0.240077,1.85989e-07,0,0.240077,1,0.0056,6.8924e-09,-7.61187e-09,7.19486e-10,-0.00916978,0,0,0.00916978,0.0855244,0.0112185,0.000322892,0.000134213,-0.734933,-0.185573,56,1,0
0.2,0.0057,0.0005,0.200082,0.00759858,0.00759857,0.00759857,-0.00384997,0,0,0.0137127,0.224501,4.68784e-09,0,0.224501,0.000680221,5.70041e-14,0,-6.19266e-10,0,0,0.000680221,0.243006,1.87263e-07,0,0.243006,1,0.0057,6.94124e-09,-7.65529e-09,7.14061e-10,-0.00915825,0,0,0.00915825,0.0850828,0.0113979,0.000327581,0.000138902,-0.744743,-0.185573,57,1,0
0.2,0.0058,0.0005,0.200085,0.00771818,0.00771818,0.00771818,-0.00392878,0,0,0.0139336,0.227215,4.57524e-09,0,0.227215,0.000695552,5.94937e-14,0,-6.49773e-10,0,0,0.000695552,0.245936,1.88538e-07,0,0.245936,1,0.0058,6.99008e-09,-7.6987e-09,7.08636e-10,-0.00914672,0,0,0.00914672,0.0846411,0.0115773,0.000332269,0.00014359,-0.754553,-0.185573,58,1,0
0.2,0.0059,0.0005,0.200088,0.00782631,0.0078263,0.0078263,-0.00399594,0,0,0.0141323,0.229703,4.44863e-09,0,0.229703,0.000710748,6.24117e-14,0,-6.83424e-10,0,0,0.000710748,0.248625,1.89796e-07,0,0.248625,1,0.0059,7.06776e-09,-7.77759e-09,7.0984e-10,-0.00913455,0,0,0.00913455,0.084237,0.0117395,0.00033706,0.000148381,-0.764363,-0.185572,59,1,0
