Points_0,Points_1,Points_2,Points_Magnitude,R_0,R_1,R_2,R_3,R_4,R_5,R_Magnitude,UMean_0,UMean_1,UMean_2,UMean_Magnitude,UPrime2Mean_0,UPrime2Mean_1,UPrime2Mean_2,UPrime2Mean_3,UPrime2Mean_4,UPrime2Mean_5,UPrime2Mean_Magnitude,U_0,U_1,U_2,U_Magnitude,alpha.water,arc_length,devReff_0,devReff_1,devReff_2,devReff_3,devReff_4,devReff_5,devReff_Magnitude,epsilon,k,nuEff,nut,omega,p,p_rgh,Point ID,vtkValidPointMask,yPlus
0.2,0.0022,0.0005,0.200013,3.76426e-06,3.76426e-06,3.76426e-06,-6.37471e-08,0,0,6.5202e-06,0.0753203,1.05077e-07,0,0.0753203,0,0,0,0,0,0,0,0.0753203,1.05077e-07,0,0.0753203,0.999997,0.0022,1.6373e-08,-1.63931e-08,2.00624e-11,-0.00632871,0,0,0.00632871,0.00174729,5.6464e-06,0.000188681,1.92154e-09,6034.72,-0.418447,-0.202628,22,1,0
0.2,0.0023,0.0005,0.200014,4.227e-06,4.227e-06,4.227e-06,-7.34995e-08,0,0,7.32175e-06,0.0786818,1.09361e-07,0,0.0786818,0,0,0,0,0,0,0,0.0786818,1.09361e-07,0,0.0786818,0.999997,0.0023,1.61972e-08,-1.6183e-08,-1.41543e-11,-0.00631647,0,0,0.00631647,0.00186631,6.34052e-06,0.000188681,2.21643e-09,5281.26,-0.428257,-0.202628,23,1,0
0.2,0.0024,0.0005,0.200015,4.68975e-06,4.68975e-06,4.68975e-06,-8.32519e-08,0,0,8.12331e-06,0.0820433,1.13645e-07,0,0.0820433,0,0,0,0,0,0,0,0.0820433,1.13645e-07,0,0.0820433,0.999997,0.0024,1.60214e-08,-1.5973e-08,-4.8371e-11,-0.00630423,0,0,0.00630423,0.00198533,7.03464e-06,0.000188682,2.51131e-09,4527.81,-0.438067,-0.202628,24,1,0
0.2,0.0025,0.0005,0.200016,5.15249e-06,5.15249e-06,5.15249e-06,-9.30043e-08,0,0,8.92486e-06,0.0854049,1.17929e-07,0,0.0854049,0,0,0,0,0,0,0,0.0854049,1.17929e-07,0,0.0854049,0.999997,0.0025,1.58456e-08,-1.5763e-08,-8.25877e-11,-0.00629199,0,0,0.00629199,0.00210436,7.72876e-06,0.000188682,2.8062e-09,3774.36,-0.447877,-0.202628,25,1,0
0.2,0.0026,0.0005,0.200018,6.23393e-06,6.23393e-06,6.23393e-06,-1.34082e-07,0,0,1.07983e-05,0.0887127,1.21956e-07,0,0.0887127,0,0,0,0,0,0,0,0.0887127,1.21956e-07,0,0.0887127,0.999997,0.0026,1.57677e-08,-1.56881e-08,-7.95693e-11,-0.00627992,0,0,0.00627992,0.00224081,9.35092e-06,0.000188683,4.06968e-09,3551.74,-0.457687,-0.202628,26,1,0
0.2,0.0027,0.0005,0.200019,7.31538e-06,7.31538e-06,7.31538e-06,-1.7516e-07,0,0,1.26718e-05,0.0920206,1.25982e-07,0,0.0920206,0,0,0,0,0,0,0,0.0920206,1.25982e-07,0,0.0920206,0.999997,0.0027,1.56897e-08,-1.56132e-08,-7.65509e-11,-0.00626785,0,0,0.00626785,0.00237726,1.09731e-05,0.000188685,5.33316e-09,3329.12,-0.467497,-0.202628,27,1,0
0.2,0.0028,0.0005,0.20002,8.39682e-06,8.39682e-06,8.39682e-06,-2.16237e-07,0,0,1.45453e-05,0.0953285,1.30009e-07,0,0.0953285,0,0,0,0,0,0,0,0.0953285,1.30009e-07,0,0.0953285,0.999997,0.0028,1.56118e-08,-1.55382e-08,-7.35326e-11,-0.00625578,0,0,0.00625578,0.00251371,1.25952e-05,0.000188686,6.59664e-09,3106.5,-0.477307,-0.202628,28,1,0
0.2,0.0029,0.0005,0.200022,9.47826e-06,9.47826e-06,9.47826e-06,-2.57315e-07,0,0,1.64188e-05,0.0986364,1.34036e-07,0,0.0986364,0,0,0,0,0,0,0,0.0986364,1.34036e-07,0,0.0986364,0.999997,0.0029,1.55338e-08,-1.54633e-08,-7.05142e-11,-0.0062437,0,0,0.0062437,0.00265015,1.42174e-05,0.000188687,7.86012e-09,2883.88,-0.487117,-0.202628,29,1,0
0.2,0.003,0.0005,0.200023,1.05597e-05,1.05597e-05,1.05597e-05,-2.98392e-07,0,0,1.82924e-05,0.101944,1.38062e-07,0,0.101944,0,0,0,0,0,0,0,0.101944,1.38062e-07,0,0.101944,0.999997,0.003,1.54559e-08,-1.53884e-08,-6.74958e-11,-0.00623163,0,0,0.00623163,0.0027866,1.58396e-05,0.000188688,9.12359e-09,2661.26,-0.496927,-0.202628,30,1,0
0.2,0.0031,0.0005,0.200025,1.16411e-05,1.16411e-05,1.16411e-05,-3.3947e-07,0,0,2.01659e-05,0.105252,1.42089e-07,0,0.105252,0,0,0,0,0,0,0,0.105252,1.42089e-07,0,0.105252,0.999997,0.0031,1.5378e-08,-1.53135e-08,-6.44775e-11,-0.00621956,0,0,0.00621956,0.00292305,1.74617e-05,0.00018869,1.03871e-08,2438.64,-0.506737,-0.202628,31,1,0
0.2,0.0032,0.0005,0.200026,1.27226e-05,1.27226e-05,1.27226e-05,-3.80548e-07,0,0,2.20395e-05,0.10856,1.46115e-07,0,0.10856,0,0,0,0,0,0,0,0.10856,1.46115e-07,0,0.10856,0.999997,0.0032,1.53e-08,-1.52385e-08,-6.14591e-11,-0.00620749,0,0,0.00620749,0.0030595,1.90839e-05,0.000188691,1.16506e-08,2216.03,-0.516547,-0.202628,32,1,0
0.2,0.0033,0.0005,0.200028,1.3804e-05,1.3804e-05,1.3804e-05,-4.21625e-07,0,0,2.3913e-05,0.111868,1.50142e-07,0,0.111868,0,0,0,0,0,0,0,0.111868,1.50142e-07,0,0.111868,0.999997,0.0033,1.52221e-08,-1.51636e-08,-5.84408e-11,-0.00619541,0,0,0.00619541,0.00319595,2.0706e-05,0.000188692,1.2914e-08,1993.41,-0.526357,-0.202628,33,1,0
0.2,0.0034,0.0005,0.20003,1.55188e-05,1.55188e-05,1.55188e-05,-5.17749e-07,0,0,2.68844e-05,0.11514,1.54128e-07,0,0.11514,0,0,0,0,0,0,0,0.11514,1.54128e-07,0,0.11514,0.999998,0.0034,1.51824e-08,-1.51268e-08,-5.55881e-11,-0.00618342,0,0,0.00618342,0.00334025,2.32782e-05,0.000188695,1.59168e-08,1857.88,-0.536167,-0.202628,34,1,0
0.2,0.0035,0.0005,0.200031,1.75503e-05,1.75503e-05,1.75503e-05,-6.41395e-07,0,0,3.04048e-05,0.118395,1.58094e-07,0,0.118395,0,0,0,0,0,0,0,0.118395,1.58094e-07,0,0.118395,0.999998,0.0035,1.51619e-08,-1.5109e-08,-5.28184e-11,-0.00617146,0,0,0.00617146,0.00348846,2.63255e-05,0.000188699,1.97892e-08,1765.91,-0.545977,-0.202628,35,1,0
0.2,0.0036,0.0005,0.200033,1.95818e-05,1.95818e-05,1.95818e-05,-7.65041e-07,0,0,3.39254e-05,0.121649,1.6206e-07,0,0.121649,0,0,0,0,0,0,0,0.121649,1.6206e-07,0,0.121649,0.999998,0.0036,1.51413e-08,-1.50912e-08,-5.00486e-11,-0.0061595,0,0,0.0061595,0.00363668,2.93727e-05,0.000188703,2.36617e-08,1673.93,-0.555787,-0.202628,36,1,0
0.2,0.0037,0.0005,0.200035,2.16133e-05,2.16133e-05,2.16133e-05,-8.88688e-07,0,0,3.74459e-05,0.124904,1.66026e-07,0,0.124904,0,0,0,0,0,0,0,0.124904,1.66026e-07,0,0.124904,0.999998,0.0037,1.51207e-08,-1.50735e-08,-4.72788e-11,-0.00614755,0,0,0.00614755,0.0037849,3.242e-05,0.000188707,2.75341e-08,1581.95,-0.565597,-0.202628,37,1,0
0.2,0.0038,0.0005,0.200037,2.36448e-05,2.36448e-05,2.36448e-05,-1.01233e-06,0,0,4.09666e-05,0.128158,1.69992e-07,0,0.128158,0,0,0,0,0,0,0,0.128158,1.69992e-07,0,0.128158,0.999998,0.0038,1.51002e-08,-1.50557e-08,-4.45091e-11,-0.00613559,0,0,0.00613559,0.00393312,3.54672e-05,0.000188711,3.14065e-08,1489.98,-0.575407,-0.202628,38,1,0
0.2,0.0039,0.0005,0.200039,2.56763e-05,2.56763e-05,2.56763e-05,-1.13598e-06,0,0,4.44872e-05,0.131413,1.73958e-07,0,0.131413,0,0,0,0,0,0,0,0.131413,1.73958e-07,0,0.131413,0.999998,0.0039,1.50796e-08,-1.50379e-08,-4.17393e-11,-0.00612363,0,0,0.00612363,0.00408133,3.85145e-05,0.000188715,3.5279e-08,1398,-0.585217,-0.202628,39,1,0
0.2,0.004,0.0005,0.200041,2.77078e-05,2.77078e-05,2.77078e-05,-1.25963e-06,0,0,4.80079e-05,0.134668,1.77924e-07,0,0.134668,0,0,0,0,0,0,0,0.134668,1.77924e-07,0,0.134668,0.999998,0.004,1.50591e-08,-1.50201e-08,-3.89696e-11,-0.00611168,0,0,0.00611168,0.00422955,4.15617e-05,0.000188719,3.91514e-08,1306.02,-0.595027,-0.202628,40,1,0
0.2,0.0041,0.0005,0.200043,2.97393e-05,2.97393e-05,2.97393e-05,-1.38327e-06,0,0,5.15286e-05,0.137922,1.8189e-07,0,0.137922,0,0,0,0,0,0,0,0.137922,1.8189e-07,0,0.137922,0.999998,0.0041,1.50385e-08,-1.50024e-08,-3.61998e-11,-0.00609972,0,0,0.00609972,0.00437777,4.4609e-05,0.000188722,4.30238e-08,1214.05,-0.604837,-0.202628,41,1,0
0.2,0.0042,0.0005,0.200045,3.22053e-05,3.22052e-05,3.22052e-05,-1.565e-06,0,0,5.58031e-05,0.141159,1.85853e-07,0,0.141159,0,0,0,0,0,0,0,0.141159,1.85853e-07,0,0.141159,0.999998,0.0042,1.50364e-08,-1.50026e-08,-3.37583e-11,-0.0060878,0,0,0.0060878,0.00452919,4.83079e-05,0.000188728,4.87751e-08,1137.34,-0.614647,-0.202627,42,1,0
0.2,0.0043,0.0005,0.200047,3.55401e-05,3.55401e-05,3.55401e-05,-1.86287e-06,0,0,6.15854e-05,0.14436,1.89812e-07,0,0.14436,0,0,0,0,0,0,0,0.14436,1.89812e-07,0,0.14436,0.999998,0.0043,1.50709e-08,-1.50389e-08,-3.19734e-11,-0.00607596,0,0,0.00607596,0.00468704,5.33101e-05,0.000188738,5.82841e-08,1091.17,-0.624457,-0.202627,43,1,0
0.2,0.0044,0.0005,0.200049,3.88749e-05,3.88749e-05,3.88749e-05,-2.16075e-06,0,0,6.73679e-05,0.147561,1.93771e-07,0,0.147561,0,0,0,0,0,0,0,0.147561,1.93771e-07,0,0.147561,0.999998,0.0044,1.51055e-08,-1.50753e-08,-3.01884e-11,-0.00606411,0,0,0.00606411,0.00484489,5.83124e-05,0.000188747,6.77931e-08,1045,-0.634267,-0.202627,44,1,0
0.2,0.0045,0.0005,0.200051,4.22097e-05,4.22097e-05,4.22097e-05,-2.45863e-06,0,0,7.31507e-05,0.150762,1.9773e-07,0,0.150762,0,0,0,0,0,0,0,0.150762,1.9773e-07,0,0.150762,0.999998,0.0045,1.514e-08,-1.51116e-08,-2.84034e-11,-0.00605227,0,0,0.00605227,0.00500274,6.33147e-05,0.000188757,7.73021e-08,998.827,-0.644077,-0.202627,45,1,0
0.2,0.0046,0.0005,0.200054,4.55445e-05,4.55445e-05,4.55445e-05,-2.7565e-06,0,0,7.89336e-05,0.153963,2.01689e-07,0,0.153963,0,0,0,0,0,0,0,0.153963,2.01689e-07,0,0.153963,0.999999,0.0046,1.51746e-08,-1.51479e-08,-2.66185e-11,-0.00604042,0,0,0.00604042,0.00516058,6.83169e-05,0.000188766,8.68111e-08,952.656,-0.653887,-0.202627,46,1,0
0.2,0.0047,0.0005,0.200056,4.88794e-05,4.88793e-05,4.88793e-05,-3.05438e-06,0,0,8.47166e-05,0.157165,2.05648e-07,0,0.157165,0,0,0,0,0,0,0,0.157165,2.05648e-07,0,0.157165,0.999999,0.0047,1.52091e-08,-1.51843e-08,-2.48335e-11,-0.00602858,0,0,0.00602858,0.00531843,7.33191e-05,0.000188776,9.63201e-08,906.486,-0.663697,-0.202627,47,1,0
0.2,0.0048,0.0005,0.200058,5.22142e-05,5.22142e-05,5.22142e-05,-3.35226e-06,0,0,9.04997e-05,0.160366,2.09607e-07,0,0.160366,0,0,0,0,0,0,0,0.160366,2.09607e-07,0,0.160366,0.999999,0.0048,1.52437e-08,-1.52206e-08,-2.30486e-11,-0.00601674,0,0,0.00601674,0.00547627,7.83214e-05,0.000188785,1.05829e-07,860.315,-0.673507,-0.202627,48,1,0
0.2,0.0049,0.0005,0.200061,5.5549e-05,5.5549e-05,5.5549e-05,-3.65013e-06,0,0,9.62828e-05,0.163567,2.13566e-07,0,0.163567,0,0,0,0,0,0,0,0.163567,2.13566e-07,0,0.163567,0.999999,0.0049,1.52782e-08,-1.52569e-08,-2.12636e-11,-0.00600489,0,0,0.00600489,0.00563412,8.33237e-05,0.000188795,1.15338e-07,814.144,-0.683317,-0.202627,49,1,0
0.2,0.005,0.0005,0.200063,5.88838e-05,5.88838e-05,5.88838e-05,-3.94801e-06,0,0,0.000102066,0.166768,2.17525e-07,0,0.166768,0,0,0,0,0,0,0,0.166768,2.17525e-07,0,0.166768,0.999999,0.005,1.53128e-08,-1.52932e-08,-1.94787e-11,-0.00599305,0,0,0.00599305,0.00579197,8.83259e-05,0.000188804,1.24847e-07,767.973,-0.693127,-0.202627,50,1,0
0.2,0.0051,0.0005,0.200066,6.3884e-05,6.3884e-05,6.3884e-05,-4.56125e-06,0,0,0.000110744,0.169915,2.21656e-07,0,0.169915,0,0,0,0,0,0,0,0.169915,2.21656e-07,0,0.169915,0.999999,0.0051,1.53964e-08,-1.53748e-08,-2.16245e-11,-0.00598132,0,0,0.00598132,0.0059585,9.58262e-05,0.000188824,1.44826e-07,741.713,-0.702937,-0.202627,51,1,0
0.2,0.0052,0.0005,0.200068,6.88842e-05,6.88842e-05,6.88842e-05,-5.17448e-06,0,0,0.000119423,0.173063,2.25786e-07,0,0.173063,0,0,0,0,0,0,0,0.173063,2.25786e-07,0,0.173063,0.999999,0.0052,1.54801e-08,-1.54564e-08,-2.37704e-11,-0.00596959,0,0,0.00596959,0.00612502,0.000103327,0.000188844,1.64805e-07,715.452,-0.712747,-0.202627,52,1,0
0.2,0.0053,0.0005,0.200071,7.38845e-05,7.38845e-05,7.38845e-05,-5.78771e-06,0,0,0.000128102,0.17621,2.29917e-07,0,0.17621,0,0,0,0,0,0,0,0.17621,2.29917e-07,0,0.17621,0.999999,0.0053,1.55638e-08,-1.55379e-08,-2.59162e-11,-0.00595785,0,0,0.00595785,0.00629155,0.000110827,0.000188864,1.84785e-07,689.191,-0.722557,-0.202627,53,1,0
0.2,0.0054,0.0005,0.200074,7.88847e-05,7.88847e-05,7.88847e-05,-6.40095e-06,0,0,0.000136782,0.179357,2.34048e-07,0,0.179357,0,0,0,0,0,0,0,0.179357,2.34048e-07,0,0.179357,0.999999,0.0054,1.56475e-08,-1.56195e-08,-2.80621e-11,-0.00594612,0,0,0.00594612,0.00645808,0.000118327,0.000188884,2.04764e-07,662.93,-0.732367,-0.202627,54,1,0
0.2,0.0055,0.0005,0.200076,8.38849e-05,8.38849e-05,8.38849e-05,-7.01418e-06,0,0,0.000145462,0.182504,2.38179e-07,0,0.182504,0,0,0,0,0,0,0,0.182504,2.38179e-07,0,0.182504,0.999999,0.0055,1.57312e-08,-1.5701e-08,-3.02079e-11,-0.00593439,0,0,0.00593439,0.00662461,0.000125827,0.000188904,2.24743e-07,636.67,-0.742177,-0.202627,55,1,0
0.2,0.0056,0.0005,0.200079,8.88851e-05,8.88851e-05,8.88851e-05,-7.62742e-06,0,0,0.000154142,0.185652,2.42309e-07,0,0.185652,0,0,0,0,0,0,0,0.185652,2.42309e-07,0,0.185652,0.999999,0.0056,1.58149e-08,-1.57826e-08,-3.23538e-11,-0.00592266,0,0,0.00592266,0.00679114,0.000133328,0.000188924,2.44722e-07,610.409,-0.751987,-0.202627,56,1,0
0.2,0.0057,0.0005,0.200082,9.38853e-05,9.38853e-05,9.38853e-05,-8.24065e-06,0,0,0.000162823,0.188799,2.4644e-07,0,0.188799,0,0,0,0,0,0,0,0.188799,2.4644e-07,0,0.188799,0.999999,0.0057,1.58986e-08,-1.58641e-08,-3.44996e-11,-0.00591093,0,0,0.00591093,0.00695766,0.000140828,0.000188944,2.64701e-07,584.148,-0.761797,-0.202627,57,1,0
