Points_0,Points_1,Points_2,Points_Magnitude,R_0,R_1,R_2,R_3,R_4,R_5,R_Magnitude,UMean_0,UMean_1,UMean_2,UMean_Magnitude,UPrime2Mean_0,UPrime2Mean_1,UPrime2Mean_2,UPrime2Mean_3,UPrime2Mean_4,UPrime2Mean_5,UPrime2Mean_Magnitude,U_0,U_1,U_2,U_Magnitude,alpha.water,arc_length,devReff_0,devReff_1,devReff_2,devReff_3,devReff_4,devReff_5,devReff_Magnitude,epsilon,k,nuEff,nut,omega,p,p_rgh,Point ID,vtkValidPointMask,yPlus
0.2,0.0279,0.0005,0.201937,0.00461435,0.00461437,0.00461436,-0.00214568,0,0,0.00827532,0.925402,-6.95624e-07,0,0.925402,0,0,0,0,0,0,0,0.925402,-6.95624e-07,0,0.925402,1,0.0279,-2.84557e-08,2.84045e-08,5.12407e-11,-0.00540134,0,0,0.00540134,0.0282979,0.00692154,0.000313138,0.000124459,45.4347,-2.94084,-0.203849,279,1,0
0.2,0.028,0.0005,0.201951,0.00461875,0.00461877,0.00461876,-0.00214772,0,0,0.0082832,0.927125,-7.00118e-07,0,0.927125,0,0,0,0,0,0,0,0.927125,-7.00118e-07,0,0.927125,1,0.028,-2.85512e-08,2.85017e-08,4.95412e-11,-0.00538861,0,0,0.00538861,0.0281709,0.00692813,0.000313822,0.000125143,45.1875,-2.95065,-0.203849,280,1,0
0.2,0.0281,0.0005,0.201965,0.00462314,0.00462316,0.00462315,-0.00214977,0,0,0.00829109,0.928848,-7.04611e-07,0,0.928848,0,0,0,0,0,0,0,0.928848,-7.04611e-07,0,0.928848,1,0.0281,-2.86467e-08,2.85989e-08,4.78418e-11,-0.00537588,0,0,0.00537588,0.028044,0.00693473,0.000314506,0.000125827,44.9403,-2.96046,-0.203849,281,1,0
0.2,0.0282,0.0005,0.201979,0.00462754,0.00462756,0.00462755,-0.00215181,0,0,0.00829897,0.930572,-7.09104e-07,0,0.930572,0,0,0,0,0,0,0,0.930572,-7.09104e-07,0,0.930572,1,0.0282,-2.87422e-08,2.86961e-08,4.61423e-11,-0.00536315,0,0,0.00536315,0.0279171,0.00694132,0.00031519,0.00012651,44.6931,-2.97027,-0.203848,282,1,0
0.2,0.0283,0.0005,0.201993,0.00463194,0.00463196,0.00463195,-0.00215386,0,0,0.00830686,0.932295,-7.13597e-07,0,0.932295,0,0,0,0,0,0,0,0.932295,-7.13597e-07,0,0.932295,1,0.0283,-2.88377e-08,2.87933e-08,4.44428e-11,-0.00535041,0,0,0.00535041,0.0277902,0.00694792,0.000315874,0.000127194,44.446,-2.98008,-0.203848,283,1,0
0.2,0.0284,0.0005,0.202007,0.00463521,0.00463523,0.00463522,-0.00215538,0,0,0.00831272,0.933976,-7.18169e-07,0,0.933976,0,0,0,0,0,0,0,0.933976,-7.18169e-07,0,0.933976,1,0.0284,-2.89482e-08,2.89027e-08,4.55033e-11,-0.00533769,0,0,0.00533769,0.0276561,0.00695283,0.000316539,0.00012786,44.2002,-2.98989,-0.203848,284,1,0
0.2,0.0285,0.0005,0.202021,0.00463792,0.00463794,0.00463793,-0.00215664,0,0,0.00831758,0.935636,-7.2278e-07,0,0.935636,0,0,0,0,0,0,0,0.935636,-7.2278e-07,0,0.935636,1,0.0285,-2.9066e-08,2.90181e-08,4.7944e-11,-0.00532497,0,0,0.00532497,0.0275184,0.00695689,0.000317195,0.000128515,43.9552,-2.9997,-0.203848,285,1,0
0.2,0.0286,0.0005,0.202035,0.00464062,0.00464064,0.00464063,-0.0021579,0,0,0.00832244,0.937296,-7.27391e-07,0,0.937296,0,0,0,0,0,0,0,0.937296,-7.27391e-07,0,0.937296,1,0.0286,-2.91839e-08,2.91335e-08,5.03846e-11,-0.00531225,0,0,0.00531225,0.0273807,0.00696095,0.000317851,0.000129171,43.7101,-3.00951,-0.203848,286,1,0
0.2,0.0287,0.0005,0.202049,0.00464333,0.00464335,0.00464334,-0.00215916,0,0,0.00832729,0.938956,-7.32002e-07,0,0.938956,0,0,0,0,0,0,0,0.938956,-7.32002e-07,0,0.938956,1,0.0287,-2.93018e-08,2.9249e-08,5.28253e-11,-0.00529952,0,0,0.00529952,0.027243,0.00696501,0.000318507,0.000129827,43.4651,-3.01932,-0.203848,287,1,0
0.2,0.0288,0.0005,0.202064,0.00464604,0.00464606,0.00464605,-0.00216042,0,0,0.00833215,0.940615,-7.36613e-07,0,0.940615,0,0,0,0,0,0,0,0.940615,-7.36613e-07,0,0.940615,1,0.0288,-2.94197e-08,2.93644e-08,5.52659e-11,-0.0052868,0,0,0.0052868,0.0271053,0.00696907,0.000319163,0.000130483,43.22,-3.02913,-0.203847,288,1,0
0.2,0.0289,0.0005,0.202078,0.00464875,0.00464877,0.00464876,-0.00216168,0,0,0.00833701,0.942275,-7.41224e-07,0,0.942275,0,0,0,0,0,0,0,0.942275,-7.41224e-07,0,0.942275,1,0.0289,-2.95376e-08,2.94799e-08,5.77066e-11,-0.00527408,0,0,0.00527408,0.0269676,0.00697314,0.000319819,0.000131139,42.975,-3.03894,-0.203847,289,1,0
0.2,0.029,0.0005,0.202092,0.00465145,0.00465148,0.00465147,-0.00216294,0,0,0.00834186,0.943935,-7.45835e-07,0,0.943935,0,0,0,0,0,0,0,0.943935,-7.45835e-07,0,0.943935,1,0.029,-2.96555e-08,2.95953e-08,6.01473e-11,-0.00526136,0,0,0.00526136,0.0268299,0.0069772,0.000320475,0.000131795,42.73,-3.04875,-0.203847,290,1,0
0.2,0.0291,0.0005,0.202107,0.00465416,0.00465418,0.00465417,-0.0021642,0,0,0.00834672,0.945595,-7.50446e-07,0,0.945595,0,0,0,0,0,0,0,0.945595,-7.50446e-07,0,0.945595,1,0.0291,-2.97734e-08,2.97108e-08,6.25879e-11,-0.00524864,0,0,0.00524864,0.0266922,0.00698126,0.00032113,0.000132451,42.4849,-3.05856,-0.203847,291,1,0
0.2,0.0292,0.0005,0.202121,0.00465633,0.00465635,0.00465634,-0.0021652,0,0,0.0083506,0.947235,-7.55064e-07,0,0.947235,0,0,0,0,0,0,0,0.947235,-7.55064e-07,0,0.947235,1,0.0292,-2.99014e-08,2.98381e-08,6.32931e-11,-0.00523592,0,0,0.00523592,0.0265512,0.0069845,0.000321775,0.000133096,42.24,-3.06837,-0.203847,292,1,0
0.2,0.0293,0.0005,0.202135,0.0046574,0.00465742,0.00465741,-0.0021657,0,0,0.00835253,0.948835,-7.59696e-07,0,0.948835,0,0,0,0,0,0,0,0.948835,-7.59696e-07,0,0.948835,1,0.0293,-3.00497e-08,2.99892e-08,6.05274e-11,-0.00522321,0,0,0.00522321,0.0264034,0.00698612,0.000322399,0.000133719,41.9955,-3.07818,-0.203847,293,1,0
0.2,0.0294,0.0005,0.20215,0.00465847,0.0046585,0.00465849,-0.0021662,0,0,0.00835445,0.950434,-7.64328e-07,0,0.950434,0,0,0,0,0,0,0,0.950434,-7.64328e-07,0,0.950434,1,0.0294,-3.0198e-08,3.01403e-08,5.77618e-11,-0.0052105,0,0,0.0052105,0.0262557,0.00698773,0.000323022,0.000134342,41.751,-3.08799,-0.203847,294,1,0
0.2,0.0295,0.0005,0.202165,0.00465955,0.00465957,0.00465956,-0.0021667,0,0,0.00835638,0.952034,-7.6896e-07,0,0.952034,0,0,0,0,0,0,0,0.952034,-7.6896e-07,0,0.952034,1,0.0295,-3.03463e-08,3.02913e-08,5.49961e-11,-0.00519779,0,0,0.00519779,0.0261079,0.00698934,0.000323645,0.000134965,41.5064,-3.0978,-0.203847,295,1,0
0.2,0.0296,0.0005,0.202179,0.00466062,0.00466065,0.00466063,-0.0021672,0,0,0.00835831,0.953634,-7.73592e-07,0,0.953634,0,0,0,0,0,0,0,0.953634,-7.73592e-07,0,0.953634,1,0.0296,-3.04946e-08,3.04424e-08,5.22304e-11,-0.00518508,0,0,0.00518508,0.0259602,0.00699095,0.000324268,0.000135589,41.2619,-3.10762,-0.203846,296,1,0
0.2,0.0297,0.0005,0.202194,0.0046617,0.00466172,0.00466171,-0.0021677,0,0,0.00836023,0.955234,-7.78224e-07,0,0.955234,0,0,0,0,0,0,0,0.955234,-7.78224e-07,0,0.955234,1,0.0297,-3.0643e-08,3.05935e-08,4.94648e-11,-0.00517237,0,0,0.00517237,0.0258124,0.00699256,0.000324891,0.000136212,41.0174,-3.11743,-0.203846,297,1,0
0.2,0.0298,0.0005,0.202209,0.00466277,0.00466279,0.00466278,-0.0021682,0,0,0.00836216,0.956833,-7.82856e-07,0,0.956833,0,0,0,0,0,0,0,0.956833,-7.82856e-07,0,0.956833,1,0.0298,-3.07913e-08,3.07446e-08,4.66991e-11,-0.00515966,0,0,0.00515966,0.0256647,0.00699417,0.000325514,0.000136835,40.7728,-3.12724,-0.203846,298,1,0
0.2,0.0299,0.0005,0.202223,0.00466384,0.00466387,0.00466386,-0.0021687,0,0,0.00836408,0.958433,-7.87489e-07,0,0.958433,0,0,0,0,0,0,0,0.958433,-7.87489e-07,0,0.958433,1,0.0299,-3.09396e-08,3.08957e-08,4.39334e-11,-0.00514695,0,0,0.00514695,0.0255169,0.00699578,0.000326137,0.000137458,40.5283,-3.13705,-0.203846,299,1,0
0.2,0.03,0.0005,0.202238,0.00466492,0.00466494,0.00466493,-0.0021692,0,0,0.00836601,0.960033,-7.92121e-07,0,0.960033,0,0,0,0,0,0,0,0.960033,-7.92121e-07,0,0.960033,1,0.03,-3.10879e-08,3.10468e-08,4.11678e-11,-0.00513424,0,0,0.00513424,0.0253692,0.00699739,0.00032676,0.000138081,40.2838,-3.14686,-0.203846,300,1,0
0.2,0.0301,0.0005,0.202253,0.0046644,0.00466442,0.00466441,-0.00216896,0,0,0.00836508,0.961576,-7.96975e-07,0,0.961576,0,0,0,0,0,0,0,0.961576,-7.96975e-07,0,0.961576,1,0.0301,-3.12539e-08,3.12129e-08,4.09524e-11,-0.00512155,0,0,0.00512155,0.0252121,0.00699661,0.000327345,0.000138666,40.0385,-3.15667,-0.203846,301,1,0
0.2,0.0302,0.0005,0.202268,0.00466388,0.0046639,0.00466389,-0.00216872,0,0,0.00836415,0.963119,-8.0183e-07,0,0.963119,0,0,0,0,0,0,0,0.963119,-8.0183e-07,0,0.963119,1,0.0302,-3.14199e-08,3.13791e-08,4.0737e-11,-0.00510885,0,0,0.00510885,0.0250551,0.00699584,0.00032793,0.00013925,39.7932,-3.16648,-0.203846,302,1,0
0.2,0.0303,0.0005,0.202283,0.00466336,0.00466339,0.00466337,-0.00216847,0,0,0.00836322,0.964662,-8.06685e-07,0,0.964662,0,0,0,0,0,0,0,0.964662,-8.06685e-07,0,0.964662,1,0.0303,-3.15858e-08,3.15453e-08,4.05216e-11,-0.00509615,0,0,0.00509615,0.024898,0.00699506,0.000328514,0.000139835,39.5479,-3.17629,-0.203846,303,1,0
0.2,0.0304,0.0005,0.202298,0.00466284,0.00466287,0.00466285,-0.00216823,0,0,0.00836229,0.966206,-8.1154e-07,0,0.966206,0,0,0,0,0,0,0,0.966206,-8.1154e-07,0,0.966206,1,0.0304,-3.17518e-08,3.17115e-08,4.03063e-11,-0.00508345,0,0,0.00508345,0.024741,0.00699428,0.000329099,0.000140419,39.3026,-3.1861,-0.203846,304,1,0
0.2,0.0305,0.0005,0.202313,0.00466232,0.00466235,0.00466233,-0.00216799,0,0,0.00836136,0.967749,-8.16395e-07,0,0.967749,0,0,0,0,0,0,0,0.967749,-8.16395e-07,0,0.967749,1,0.0305,-3.19178e-08,3.18777e-08,4.00909e-11,-0.00507076,0,0,0.00507076,0.0245839,0.0069935,0.000329683,0.000141004,39.0573,-3.19591,-0.203846,305,1,0
0.2,0.0306,0.0005,0.202328,0.0046618,0.00466183,0.00466182,-0.00216775,0,0,0.00836043,0.969292,-8.2125e-07,0,0.969292,0,0,0,0,0,0,0,0.969292,-8.2125e-07,0,0.969292,1,0.0306,-3.20838e-08,3.20439e-08,3.98755e-11,-0.00505806,0,0,0.00505806,0.0244269,0.00699272,0.000330268,0.000141589,38.812,-3.20572,-0.203846,306,1,0
0.2,0.0307,0.0005,0.202343,0.00466128,0.00466131,0.0046613,-0.00216751,0,0,0.0083595,0.970835,-8.26105e-07,0,0.970835,0,0,0,0,0,0,0,0.970835,-8.26105e-07,0,0.970835,1,0.0307,-3.22497e-08,3.22101e-08,3.96602e-11,-0.00504536,0,0,0.00504536,0.0242698,0.00699195,0.000330852,0.000142173,38.5667,-3.21553,-0.203846,307,1,0
0.2,0.0308,0.0005,0.202358,0.00466077,0.00466079,0.00466078,-0.00216727,0,0,0.00835857,0.972378,-8.3096e-07,0,0.972378,0,0,0,0,0,0,0,0.972378,-8.3096e-07,0,0.972378,1,0.0308,-3.24157e-08,3.23763e-08,3.94448e-11,-0.00503267,0,0,0.00503267,0.0241128,0.00699117,0.000331437,0.000142758,38.3214,-3.22534,-0.203846,308,1,0
0.2,0.0309,0.0005,0.202374,0.0046592,0.00465923,0.00465921,-0.00216654,0,0,0.00835576,0.973886,-8.35853e-07,0,0.973886,0,0,0,0,0,0,0,0.973886,-8.35853e-07,0,0.973886,1,0.0309,-3.25888e-08,3.25468e-08,4.20025e-11,-0.00501998,0,0,0.00501998,0.0239498,0.00698882,0.000331991,0.000143312,38.0745,-3.23515,-0.203845,309,1,0
0.2,0.031,0.0005,0.202389,0.00465712,0.00465714,0.00465713,-0.00216557,0,0,0.00835202,0.975376,-8.40765e-07,0,0.975376,0,0,0,0,0,0,0,0.975376,-8.40765e-07,0,0.975376,1,0.031,-3.27654e-08,3.27195e-08,4.59469e-11,-0.00500729,0,0,0.00500729,0.023784,0.00698569,0.00033253,0.000143851,37.8269,-3.24496,-0.203844,310,1,0
0.2,0.0311,0.0005,0.202404,0.00465503,0.00465506,0.00465504,-0.0021646,0,0,0.00834828,0.976865,-8.45677e-07,0,0.976865,0,0,0,0,0,0,0,0.976865,-8.45677e-07,0,0.976865,1,0.0311,-3.29421e-08,3.28922e-08,4.98911e-11,-0.00499461,0,0,0.00499461,0.0236181,0.00698257,0.000333069,0.00014439,37.5793,-3.25477,-0.203844,311,1,0
0.2,0.0312,0.0005,0.20242,0.00465294,0.00465297,0.00465296,-0.00216363,0,0,0.00834454,0.978355,-8.50588e-07,0,0.978355,0,0,0,0,0,0,0,0.978355,-8.50588e-07,0,0.978355,1,0.0312,-3.31187e-08,3.30649e-08,5.38354e-11,-0.00498192,0,0,0.00498192,0.0234522,0.00697944,0.000333608,0.000144929,37.3317,-3.26458,-0.203843,312,1,0
0.2,0.0313,0.0005,0.202435,0.00465086,0.00465088,0.00465087,-0.00216266,0,0,0.0083408,0.979845,-8.555e-07,0,0.979845,0,0,0,0,0,0,0,0.979845,-8.555e-07,0,0.979845,1,0.0313,-3.32954e-08,3.32376e-08,5.77797e-11,-0.00496924,0,0,0.00496924,0.0232864,0.00697631,0.000334147,0.000145468,37.0841,-3.27439,-0.203842,313,1,0
0.2,0.0314,0.0005,0.202451,0.00464877,0.0046488,0.00464879,-0.00216169,0,0,0.00833706,0.981335,-8.60412e-07,0,0.981335,0,0,0,0,0,0,0,0.981335,-8.60412e-07,0,0.981335,1,0.0314,-3.3472e-08,3.34103e-08,6.17239e-11,-0.00495656,0,0,0.00495656,0.0231205,0.00697318,0.000334686,0.000146007,36.8364,-3.28419,-0.203841,314,1,0
0.2,0.0315,0.0005,0.202466,0.00464669,0.00464671,0.0046467,-0.00216072,0,0,0.00833332,0.982825,-8.65324e-07,0,0.982825,0,0,0,0,0,0,0,0.982825,-8.65324e-07,0,0.982825,1,0.0315,-3.36487e-08,3.3583e-08,6.56682e-11,-0.00494387,0,0,0.00494387,0.0229546,0.00697005,0.000335225,0.000146546,36.5888,-3.294,-0.20384,315,1,0
0.2,0.0316,0.0005,0.202482,0.0046446,0.00464463,0.00464462,-0.00215975,0,0,0.00832958,0.984314,-8.70236e-07,0,0.984314,0,0,0,0,0,0,0,0.984314,-8.70236e-07,0,0.984314,1,0.0316,-3.38253e-08,3.37557e-08,6.96126e-11,-0.00493119,0,0,0.00493119,0.0227887,0.00696692,0.000335764,0.000147085,36.3412,-3.30381,-0.20384,316,1,0
0.2,0.0317,0.0005,0.202497,0.004642,0.00464202,0.00464201,-0.00215854,0,0,0.00832491,0.985787,-8.75224e-07,0,0.985787,0,0,0,0,0,0,0,0.985787,-8.75224e-07,0,0.985787,1,0.0317,-3.40059e-08,3.39365e-08,6.93811e-11,-0.00491851,0,0,0.00491851,0.02262,0.00696302,0.000336285,0.000147606,36.0922,-3.31362,-0.203839,317,1,0
0.2,0.0318,0.0005,0.202513,0.00463835,0.00463838,0.00463837,-0.00215685,0,0,0.00831837,0.987227,-8.80366e-07,0,0.987227,0,0,0,0,0,0,0,0.987227,-8.80366e-07,0,0.987227,1,0.0318,-3.41944e-08,3.41336e-08,6.07983e-11,-0.00490583,0,0,0.00490583,0.0224456,0.00695755,0.00033677,0.000148091,35.8405,-3.32343,-0.203839,318,1,0
0.2,0.0319,0.0005,0.202529,0.00463471,0.00463474,0.00463473,-0.00215515,0,0,0.00831184,0.988666,-8.85508e-07,0,0.988666,0,0,0,0,0,0,0,0.988666,-8.85508e-07,0,0.988666,1,0.0319,-3.43828e-08,3.43306e-08,5.22159e-11,-0.00489316,0,0,0.00489316,0.0222711,0.00695209,0.000337256,0.000148576,35.5887,-3.33324,-0.203839,319,1,0
0.2,0.032,0.0005,0.202544,0.00463107,0.0046311,0.00463108,-0.00215346,0,0,0.00830531,0.990106,-8.90649e-07,0,0.990106,0,0,0,0,0,0,0,0.990106,-8.90649e-07,0,0.990106,1,0.032,-3.45713e-08,3.45277e-08,4.36331e-11,-0.00488049,0,0,0.00488049,0.0220967,0.00694663,0.000337741,0.000149062,35.337,-3.34305,-0.203839,320,1,0
0.2,0.0321,0.0005,0.20256,0.00462743,0.00462746,0.00462744,-0.00215177,0,0,0.00829878,0.991545,-8.95791e-07,0,0.991545,0,0,0,0,0,0,0,0.991545,-8.95791e-07,0,0.991545,1,0.0321,-3.47598e-08,3.47247e-08,3.50507e-11,-0.00486782,0,0,0.00486782,0.0219222,0.00694116,0.000338227,0.000149547,35.0852,-3.35286,-0.203839,321,1,0
0.2,0.0322,0.0005,0.202576,0.00462378,0.00462381,0.0046238,-0.00215007,0,0,0.00829224,0.992985,-9.00933e-07,0,0.992985,0,0,0,0,0,0,0,0.992985,-9.00933e-07,0,0.992985,1,0.0322,-3.49483e-08,3.49218e-08,2.64679e-11,-0.00485515,0,0,0.00485515,0.0217478,0.0069357,0.000338712,0.000150032,34.8335,-3.36267,-0.203839,322,1,0
0.2,0.0323,0.0005,0.202592,0.00462014,0.00462017,0.00462016,-0.00214838,0,0,0.00828571,0.994425,-9.06074e-07,0,0.994425,0,0,0,0,0,0,0,0.994425,-9.06074e-07,0,0.994425,1,0.0323,-3.51367e-08,3.51189e-08,1.78855e-11,-0.00484248,0,0,0.00484248,0.0215734,0.00693023,0.000339197,0.000150518,34.5818,-3.37248,-0.203839,323,1,0
0.2,0.0324,0.0005,0.202608,0.0046165,0.00461653,0.00461651,-0.00214668,0,0,0.00827918,0.995864,-9.11216e-07,0,0.995864,0,0,0,0,0,0,0,0.995864,-9.11216e-07,0,0.995864,1,0.0324,-3.53252e-08,3.53159e-08,9.30271e-12,-0.0048298,0,0,0.0048298,0.0213989,0.00692477,0.000339683,0.000151003,34.33,-3.38229,-0.203839,324,1,0
0.2,0.0325,0.0005,0.202624,0.00461285,0.00461289,0.00461287,-0.00214499,0,0,0.00827265,0.997304,-9.16358e-07,0,0.997304,0,0,0,0,0,0,0,0.997304,-9.16358e-07,0,0.997304,1,0.0325,-3.55137e-08,3.5513e-08,7.20264e-13,-0.00481713,0,0,0.00481713,0.0212245,0.00691931,0.000340168,0.000151488,34.0783,-3.3921,-0.203839,325,1,0
0.2,0.0326,0.0005,0.20264,0.00460765,0.00460768,0.00460766,-0.00214257,0,0,0.00826331,0.998696,-9.21655e-07,0,0.998696,0,0,0,0,0,0,0,0.998696,-9.21655e-07,0,0.998696,1,0.0326,-3.56711e-08,3.56718e-08,-7.73096e-13,-0.00480447,0,0,0.00480447,0.0210421,0.0069115,0.00034059,0.000151911,33.8212,-3.40191,-0.20384,326,1,0
0.2,0.0327,0.0005,0.202656,0.00460244,0.00460247,0.00460246,-0.00214015,0,0,0.00825397,1.00009,-9.26952e-07,0,1.00009,0,0,0,0,0,0,0,1.00009,-9.26952e-07,0,1.00009,1,0.0327,-3.58284e-08,3.58307e-08,-2.26646e-12,-0.0047918,0,0,0.0047918,0.0208597,0.00690369,0.000341013,0.000152333,33.5642,-3.41172,-0.203841,327,1,0
0.2,0.0328,0.0005,0.202672,0.00459723,0.00459727,0.00459725,-0.00213773,0,0,0.00824463,1.00148,-9.32249e-07,0,1.00148,0,0,0,0,0,0,0,1.00148,-9.32249e-07,0,1.00148,1,0.0328,-3.59858e-08,3.59896e-08,-3.75976e-12,-0.00477914,0,0,0.00477914,0.0206773,0.00689588,0.000341435,0.000152756,33.3071,-3.42154,-0.203842,328,1,0
0.2,0.0329,0.0005,0.202689,0.00459203,0.00459206,0.00459204,-0.0021353,0,0,0.0082353,1.00287,-9.37546e-07,0,1.00287,0,0,0,0,0,0,0,1.00287,-9.37546e-07,0,1.00287,1,0.0329,-3.61432e-08,3.61485e-08,-5.25312e-12,-0.00476648,0,0,0.00476648,0.0204949,0.00688807,0.000341858,0.000153178,33.0501,-3.43135,-0.203843,329,1,0
0.2,0.033,0.0005,0.202705,0.00458682,0.00458685,0.00458683,-0.00213288,0,0,0.00822596,1.00427,-9.42843e-07,0,1.00427,0,0,0,0,0,0,0,1.00427,-9.42843e-07,0,1.00427,1,0.033,-3.63006e-08,3.63073e-08,-6.74643e-12,-0.00475381,0,0,0.00475381,0.0203125,0.00688025,0.00034228,0.000153601,32.793,-3.44116,-0.203844,330,1,0
0.2,0.0331,0.0005,0.202721,0.00458161,0.00458165,0.00458163,-0.00213046,0,0,0.00821662,1.00566,-9.4814e-07,0,1.00566,0,0,0,0,0,0,0,1.00566,-9.4814e-07,0,1.00566,1,0.0331,-3.6458e-08,3.64662e-08,-8.23979e-12,-0.00474115,0,0,0.00474115,0.0201301,0.00687244,0.000342702,0.000154023,32.536,-3.45097,-0.203845,331,1,0
0.2,0.0332,0.0005,0.202737,0.00457641,0.00457644,0.00457642,-0.00212804,0,0,0.00820728,1.00705,-9.53437e-07,0,1.00705,0,0,0,0,0,0,0,1.00705,-9.53437e-07,0,1.00705,1,0.0332,-3.66153e-08,3.66251e-08,-9.73309e-12,-0.00472848,0,0,0.00472848,0.0199477,0.00686463,0.000343125,0.000154445,32.2789,-3.46078,-0.203846,332,1,0
0.2,0.0333,0.0005,0.202754,0.0045712,0.00457123,0.00457121,-0.00212562,0,0,0.00819794,1.00845,-9.58734e-07,0,1.00845,0,0,0,0,0,0,0,1.00845,-9.58734e-07,0,1.00845,1,0.0333,-3.67727e-08,3.67839e-08,-1.12265e-11,-0.00471582,0,0,0.00471582,0.0197653,0.00685682,0.000343547,0.000154868,32.0219,-3.47059,-0.203846,333,1,0
0.2,0.0334,0.0005,0.20277,0.00456495,0.00456498,0.00456496,-0.00212271,0,0,0.00818674,1.00981,-9.64116e-07,0,1.00981,0,0,0,0,0,0,0,1.00981,-9.64116e-07,0,1.00981,1,0.0334,-3.68889e-08,3.68996e-08,-1.07634e-11,-0.00470316,0,0,0.00470316,0.0195795,0.00684745,0.000343922,0.000155242,31.7629,-3.4804,-0.203847,334,1,0
0.2,0.0335,0.0005,0.202787,0.00455818,0.00455821,0.00455819,-0.00211956,0,0,0.00817459,1.01116,-9.6954e-07,0,1.01116,0,0,0,0,0,0,0,1.01116,-9.6954e-07,0,1.01116,1,0.0335,-3.69844e-08,3.69937e-08,-9.3221e-12,-0.00469049,0,0,0.00469049,0.019392,0.0068373,0.000344272,0.000155593,31.503,-3.49021,-0.203847,335,1,0
0.2,0.0336,0.0005,0.202803,0.00455141,0.00455144,0.00455142,-0.00211641,0,0,0.00816245,1.01251,-9.74963e-07,0,1.01251,0,0,0,0,0,0,0,1.01251,-9.74963e-07,0,1.01251,1,0.0336,-3.70799e-08,3.70878e-08,-7.88084e-12,-0.00467783,0,0,0.00467783,0.0192046,0.00682714,0.000344623,0.000155943,31.243,-3.50002,-0.203848,336,1,0
0.2,0.0337,0.0005,0.20282,0.00454464,0.00454467,0.00454465,-0.00211327,0,0,0.00815031,1.01386,-9.80387e-07,0,1.01386,0,0,0,0,0,0,0,1.01386,-9.80387e-07,0,1.01386,1,0.0337,-3.71755e-08,3.71819e-08,-6.43953e-12,-0.00466516,0,0,0.00466516,0.0190171,0.00681699,0.000344973,0.000156294,30.9831,-3.50983,-0.203848,337,1,0
0.2,0.0338,0.0005,0.202837,0.00453787,0.0045379,0.00453789,-0.00211012,0,0,0.00813817,1.01521,-9.85811e-07,0,1.01521,0,0,0,0,0,0,0,1.01521,-9.85811e-07,0,1.01521,1,0.0338,-3.7271e-08,3.7276e-08,-4.99821e-12,-0.0046525,0,0,0.0046525,0.0188297,0.00680683,0.000345324,0.000156644,30.7231,-3.51964,-0.203848,338,1,0
0.2,0.0339,0.0005,0.202853,0.0045311,0.00453113,0.00453112,-0.00210697,0,0,0.00812603,1.01656,-9.91235e-07,0,1.01656,0,0,0,0,0,0,0,1.01656,-9.91235e-07,0,1.01656,1,0.0339,-3.73666e-08,3.73701e-08,-3.55695e-12,-0.00463984,0,0,0.00463984,0.0186422,0.00679668,0.000345674,0.000156995,30.4632,-3.52945,-0.203848,339,1,0
0.2,0.034,0.0005,0.20287,0.00452433,0.00452436,0.00452435,-0.00210382,0,0,0.00811389,1.01791,-9.96659e-07,0,1.01791,0,0,0,0,0,0,0,1.01791,-9.96659e-07,0,1.01791,1,0.034,-3.74621e-08,3.74642e-08,-2.11564e-12,-0.00462717,0,0,0.00462717,0.0184548,0.00678652,0.000346025,0.000157345,30.2032,-3.53926,-0.203849,340,1,0
0.2,0.0341,0.0005,0.202887,0.00451756,0.00451759,0.00451758,-0.00210067,0,0,0.00810175,1.01926,-1.00208e-06,0,1.01926,0,0,0,0,0,0,0,1.01926,-1.00208e-06,0,1.01926,1,0.0341,-3.75577e-08,3.75583e-08,-6.74376e-13,-0.00461451,0,0,0.00461451,0.0182673,0.00677637,0.000346375,0.000157696,29.9433,-3.54907,-0.203849,341,1,0
0.2,0.0342,0.0005,0.202904,0.00451029,0.00451032,0.00451031,-0.00209729,0,0,0.00808871,1.02059,-1.00751e-06,0,1.02059,0,0,0,0,0,0,0,1.02059,-1.00751e-06,0,1.02059,1,0.0342,-3.76216e-08,3.76189e-08,2.69434e-12,-0.00460185,0,0,0.00460185,0.0180805,0.00676546,0.0003467,0.00015802,29.6852,-3.55888,-0.203849,342,1,0
0.2,0.0343,0.0005,0.202921,0.00450202,0.00450206,0.00450204,-0.00209345,0,0,0.00807389,1.0219,-1.01294e-06,0,1.0219,0,0,0,0,0,0,0,1.0219,-1.01294e-06,0,1.0219,1,0.0343,-3.76222e-08,3.76123e-08,9.9176e-12,-0.0045892,0,0,0.0045892,0.0178947,0.00675306,0.000346972,0.000158293,29.4308,-3.56869,-0.20385,343,1,0
0.2,0.0344,0.0005,0.202937,0.00449376,0.00449379,0.00449377,-0.00208961,0,0,0.00805906,1.02321,-1.01837e-06,0,1.02321,0,0,0,0,0,0,0,1.02321,-1.01837e-06,0,1.02321,1,0.0344,-3.76228e-08,3.76057e-08,1.71411e-11,-0.00457655,0,0,0.00457655,0.0177089,0.00674066,0.000347245,0.000158565,29.1765,-3.5785,-0.20385,344,1,0
